97,5,484,0.93,0.04,0.05
98,5,706,0.85,0.07,0.06
99,5,411,1.07,0.02,0.06
100,5,731,0.66,0.07,0.01
101,6,448,0.52,0.07,0.04
102,6,843,0.58,0.1,0.04
103,6,687,1.13,0.04,0.05
104,6,949,1.49,0.06,0.08
105,6,210,0.94,0.06,0.09
106,6,729,1.1,0.02,0.05
107,6,377,0.63,0.06,0.04
108,6,419,0.93,0.02,0.02
109,6,9,0.77,0.09,0.08
110,6,223,0.93,0.1,0.06
111,6,769,0.98,0.06,0.05
112,6,384,0.98,0.06,0.01
113,6,523,1.17,0.02,0.03
114,6,837,0.98,0.05,0.03
115,6,142,0.92,0.07,0.02
116,6,477,1.39,0.02,0.09
117,6,882,1.25,0.02,0.02
118,6,316,1.37,0.07,0.03
119,6,89,1.13,0.03,0.1
120,6,438,0.51,0.09,0.05
121,7,434,0.95,0.07,0.1
122,7,820,1.26,0.02,0.06
123,7,326,0.52,0.05,0.01
124,7,507,1.04,0.03,0.02
125,7,608,1.0,0.07,0.06
126,7,967,0.63,0.03,0.08
127,7,661,1.12,0.07,0.06
128,7,757,1.16,0.02,0.04
129,7,610,1.1,0.04,0.03
130,7,287,1.18,0.09,0.03
131,7,742,1.25,0.09,0.1
132,7,267,0.94,0.05,0.04
133,7,24,0.54,0.04,0.08
134,7,44,0.54,0.02,0.06
135,7,114,1.09,0.08,0.02
136,7,693,0.63,0.08,0.07
137,7,423,0.65,0.03,0.05
138,7,75,1.02,0.05,0.07
139,7,604,0.92,0.04,0.04
140,7,176,0.66,0.02,0.04
141,8,942,0.76,0.01,0.05
142,8,327,1.33,0.08,0.1
143,8,577,1.08,0.03,0.02
144,8,897,1.48,0.1,0.05
145,8,650,0.86,0.02,0.09
146,8,260,1.13,0.03,0.05
147,8,201,0.91,0.09,0.05
148,8,581,0.92,0.05,0.03
149,8,139,0.9,0.03,0.04
150,8,988,1.05,0.05,0.09
151,8,838,0.79,0.02,0.01
152,8,226,0.74,0.07,0.04
153,8,362,1.06,0.1,0.08
154,8,140,1.4,0.09,0.08
155,8,83,1.43,0.05,0.03
156,8,894,0.63,0.06,0.04
157,8,424,1.21,0.07,0.06
158,8,921,1.22,0.06,0.08
159,8,655,1.36,0.08,0.05
160,8,153,1.37,0.07,0.09
161,9,769,0.69,0.02,0.06
162,9,419,1.21,0.03,0.01
163,9,384,1.2,0.05,0.09
164,9,210,1.2,0.07,0.1
165,9,523,1.02,0.02,0.05
166,9,843,1.29,0.02,0.08
167,9,6,1.4,0.02,0.05
168,9,448,1.01,0.03,0.01
169,9,687,0.84,0.09,0.1
170,9,949,0.89,0.02,0.08
171,9,729,1.28,0.1,0.02
172,9,837,0.68,0.05,0.05
173,9,377,1.11,0.01,0.07
174,9,142,1.29,0.03,0.09
175,9,223,1.14,0.07,0.02
176,9,477,1.44,0.06,0.09
177,9,882,1.1,0.09,0.03
178,9,316,0.62,0.05,0.07
179,9,89,1.31,0.05,0.08
180,9,438,0.68,0.09,0.08
181,10,396,0.79,0.09,0.09
182,10,490,0.53,0.05,0.03
183,10,595,1.2,0.09,0.04
184,10,150,0.51,0.07,0.06
185,10,111,0.78,0.06,0.04
186,10,758,0.97,0.08,0.08
187,10,857,0.64,0.1,0.03
188,10,516,1.38,0.06,0.03
189,10,376,0.56,0.06,0.05
190,10,335,0.78,0.08,0.05
191,10,929,1.14,0.05,0.04
192,10,20,1.31,0.08,0.09
193,10,767,1.29,0.02,0.09
194,10,141,0.59,0.03,0.06
195,10,499,1.02,0.04,0.05
196,10,131,1.22,0.05,0.04
197,10,498,0.79,0.08,0.07
198,10,623,1.41,0.02,0.08
199,10,975,0.92,0.09,0.04
200,10,833,0.51,0.06,0.07
201,11,836,1.46,0.09,0.03
202,11,143,0.74,0.1,0.08
203,11,759,0.8,0.01,0.06
204,11,694,0.51,0.06,0.03
205,11,544,0.66,0.03,0.06
206,11,239,0.93,0.04,0.04
207,11,380,1.24,0.05,0.08
208,11,375,0.64,0.08,0.02
209,11,356,1.36,0.02,0.06
210,11,981,1.09,0.07,0.03
211,11,871,0.62,0.04,0.03
212,11,690,0.52,0.08,0.06
213,11,867,0.95,0.09,0.08
214,11,973,1.09,0.02,0.09
215,11,922,1.36,0.04,0.08
216,11,295,1.35,0.07,0.03
217,11,251,0.94,0.07,0.08
218,11,589,0.74,0.08,0.06
219,11,346,0.85,0.05,0.08
220,11,437,1.2,0.07,0.03
221,12,777,0.92,0.01,0.03
222,12,715,0.67,0.06,0.03
223,12,832,0.89,0.03,0.03
224,12,231,0.79,0.08,0.05
225,12,786,0.51,0.1,0.05
226,12,315,1.1,0.08,0.07
227,12,414,1.36,0.06,0.01
228,12,159,1.47,0.09,0.05
229,12,305,1.05,0.07,0.09
230,12,3,0.94,0.04,0.06
231,12,374,1.37,0.03,0.02
232,12,606,0.94,0.02,0.03
233,12,262,0.56,0.03,0.02
234,12,852,0.5,0.09,0.05
235,12,855,1.26,0.05,0.09
236,12,170,1.34,0.08,0.06
237,12,904,0.75,0.07,0.03
238,12,336,1.4,0.03,0.06
239,12,625,0.85,0.06,0.08
240,12,341,0.64,0.02,0.05
241,13,494,0.63,0.02,0.06
242,13,734,0.89,0.03,0.08
243,13,367,1.37,0.02,0.04
244,13,480,0.61,0.08,0.06
245,13,298,0.54,0.07,0.05
246,13,647,0.67,0.06,0.03
247,13,957,0.52,0.03,0.09
248,13,263,1.46,0.03,0.06
249,13,645,1.27,0.1,0.09
250,13,235,1.44,0.05,0.02
251,13,451,1.3,0.09,0.1
252,13,425,1.32,0.07,0.06
253,13,441,1.33,0.08,0.02
254,13,464,0.88,0.02,0.1
255,13,228,0.5,0.04,0.05
256,13,32,1.12,0.03,0.08
257,13,578,0.7,0.01,0.06
258,13,651,1.42,0.06,0.02
259,13,805,1.2,0.04,0.03
260,13,678,0.87,0.05,0.08
261,14,539,0.53,0.04,0.1
262,14,97,0.75,0.09,0.02
263,14,848,0.7,0.07,0.05
264,14,743,1.43,0.07,0.04
265,14,409,0.56,0.02,0.09
266,14,801,0.64,0.08,0.05
267,14,37,0.85,0.09,0.02
268,14,794,1.07,0.06,0.06
269,14,543,0.96,0.1,0.01
270,14,438,1.24,0.09,0.09
271,14,89,1.48,0.09,0.1
272,14,530,0.54,0.04,0.02
273,14,316,0.63,0.09,0.1
274,14,488,0.85,0.03,0.05
275,14,882,0.62,0.06,0.1
276,14,25,1.06,0.02,0.08
277,14,477,0.84,0.08,0.07
278,14,142,0.79,0.06,0.01
279,14,837,1.38,0.03,0.08
280,14,822,0.86,0.05,0.02
281,15,182,1.47,0.01,0.08
282,15,710,1.32,0.04,0.09
283,15,807,1.16,0.06,0.08
284,15,286,0.58,0.08,0.05
285,15,82,1.13,0.02,0.07
286,15,94,1.09,0.06,0.07
287,15,429,0.94,0.03,0.04
288,15,612,0.83,0.03,0.06
289,15,281,1.04,0.03,0.06
290,15,849,0.51,0.06,0.02
291,15,21,0.8,0.04,0.04
292,15,62,0.73,0.04,0.07
293,15,952,1.07,0.07,0.09
294,15,134,0.69,0.09,0.04
295,15,826,0.82,0.01,0.09
296,15,901,1.32,0.09,0.08
297,15,278,0.82,0.05,0.03
298,15,781,0.52,0.01,0.04
299,15,850,1.18,0.05,0.04
300,15,813,0.53,0.06,0.07
301,16,403,0.75,0.06,0.05
302,16,229,1.22,0.09,0.07
303,16,299,0.56,0.06,0.09
304,16,432,0.85,0.08,0.07
305,16,745,0.6,0.07,0.02
306,16,172,0.86,0.03,0.06
307,16,716,0.75,0.09,0.06
308,16,408,0.59,0.02,0.06
309,16,115,0.72,0.04,0.08
310,16,726,0.89,0.08,0.07
311,16,576,1.33,0.01,0.09
312,16,457,0.97,0.04,0.03
313,16,207,0.56,0.01,0.02
314,16,73,1.15,0.05,0.08
315,16,332,1.42,0.05,0.09
316,16,672,0.57,0.01,0.06
317,16,105,0.98,0.04,0.02
318,16,584,1.05,0.08,0.06
319,16,966,0.76,0.08,0.08
320,16,42,1.28,0.1,0.02
321,17,57,1.37,0.1,0.02
322,17,43,0.62,0.02,0.06
323,17,250,1.46,0.06,0.01
324,17,430,0.51,0.04,0.05
325,17,348,0.52,0.1,0.09
326,17,328,0.85,0.03,0.08
327,17,340,1.46,0.01,0.03
328,17,815,0.51,0.03,0.07
329,17,707,0.75,0.06,0.03
330,17,717,1.45,0.04,0.05
331,17,378,1.28,0.08,0.02
332,17,862,0.59,0.05,0.09
333,17,919,0.58,0.09,0.09
334,17,660,0.91,0.01,0.1
335,17,789,1.01,0.03,0.07
336,17,634,0.99,0.08,0.02
337,17,415,0.82,0.01,0.06
338,17,556,1.22,0.04,0.08
339,17,829,0.93,0.02,0.06
340,17,877,0.62,0.06,0.04
341,18,944,0.95,0.1,0.03
342,18,206,1.28,0.04,0.04
343,18,81,0.96,0.07,0.08
344,18,483,0.97,0.08,0.08
345,18,359,1.42,0.04,0.02
346,18,192,1.21,0.02,0.05
347,18,780,1.08,0.01,0.05
348,18,519,0.53,0.06,0.07
349,18,878,1.1,0.09,0.07
350,18,732,1.13,0.1,0.02
351,18,288,0.58,0.1,0.06
352,18,26,0.7,0.04,0.04
353,18,569,0.75,0.05,0.09
354,18,306,0.66,0.06,0.08
355,18,270,0.62,0.06,0.04
356,18,526,1.36,0.01,0.03
357,18,791,1.14,0.03,0.05
358,18,557,1.38,0.04,0.07
359,18,549,0.53,0.09,0.09
360,18,930,0.96,0.05,0.02
361,19,947,1.18,0.02,0.03
362,19,433,1.0,0.1,0.04
363,19,688,1.07,0.08,0.03
364,19,86,0.7,0.04,0.05
365,19,474,1.2,0.05,0.07
366,19,211,0.74,0.06,0.03
367,19,354,1.33,0.07,0.06
368,19,243,1.27,0.06,0.08
369,19,565,1.37,0.07,0.04
370,19,770,0.53,0.06,0.07
371,19,916,1.18,0.05,0.07
372,19,787,0.91,0.03,0.02
373,19,998,0.69,0.08,0.06
374,19,324,1.21,0.02,0.08
375,19,22,0.91,0.1,0.04
376,19,355,0.95,0.01,0.05
377,19,452,0.65,0.07,0.09
378,19,48,1.24,0.07,0.05
379,19,725,0.96,0.07,0.02
380,19,573,1.19,0.06,0.02
381,20,767,0.88,0.1,0.09
382,20,141,0.85,0.04,0.02
383,20,929,1.14,0.04,0.06
384,20,499,0.74,0.07,0.05
385,20,516,1.44,0.09,0.09
386,20,131,1.13,0.05,0.1
387,20,623,0.74,0.07,0.07
388,20,111,0.85,0.08,0.03
389,20,150,1.16,0.09,0.08
390,20,975,0.76,0.05,0.01
391,20,595,0.58,0.03,0.09
392,20,490,1.24,0.04,0.09
393,20,396,0.56,0.08,0.09
394,20,10,1.16,0.03,0.05
395,20,962,0.51,0.07,0.06
396,20,401,1.14,0.09,0.06
397,20,834,0.79,0.09,0.06
398,20,856,0.96,0.07,0.05
399,20,758,1.14,0.09,0.05
400,20,657,0.81,0.08,0.06
401,21,62,1.27,0.06,0.06
402,21,849,1.15,0.01,0.04
403,21,134,1.15,0.01,0.1
404,21,612,1.26,0.09,0.04
405,21,826,1.25,0.07,0.07
406,21,94,1.39,0.02,0.06
407,21,82,0.7,0.01,0.05
408,21,286,0.95,0.07,0.09
409,21,807,1.11,0.06,0.09
410,21,710,0.84,0.04,0.08
411,21,555,0.58,0.03,0.02
412,21,15,0.97,0.02,0.09
413,21,182,0.79,0.03,0.06
414,21,997,1.28,0.01,0.05
415,21,797,0.68,0.03,0.03
416,21,76,0.87,0.09,0.06
417,21,429,1.06,0.03,0.02
418,21,281,0.57,0.06,0.06
419,21,130,0.51,0.05,0.1
420,21,574,0.78,0.07,0.07
421,22,355,1.07,0.02,0.01
422,22,787,1.45,0.08,0.06
423,22,725,1.33,0.09,0.05
424,22,770,1.25,0.03,0.09
425,22,243,0.71,0.04,0.04
426,22,354,0.87,0.05,0.03
427,22,809,1.03,0.01,0.03
428,22,474,1.05,0.07,0.01
429,22,386,0.65,0.05,0.06
430,22,433,1.45,0.08,0.08
431,22,392,1.09,0.09,0.03
432,22,112,0.62,0.06,0.05
433,22,947,0.5,0.1,0.02
434,22,19,0.68,0.07,0.09
435,22,688,0.74,0.02,0.02
436,22,86,0.76,0.1,0.05
437,22,654,1.39,0.02,0.02
438,22,658,1.31,0.02,0.08
439,22,918,0.68,0.02,0.02
440,22,303,1.17,0.05,0.06
441,23,177,1.01,0.02,0.08
442,23,144,0.89,0.03,0.07
443,23,416,0.59,0.09,0.09
444,23,772,1.0,0.06,0.1
445,23,248,0.77,0.08,0.06
446,23,619,0.77,0.05,0.04
447,23,697,1.28,0.06,0.06
448,23,550,1.13,0.09,0.09
449,23,209,0.98,0.02,0.04
450,23,635,1.04,0.04,0.06
451,23,253,1.16,0.04,0.05
452,23,761,0.54,0.06,0.05
453,23,783,1.49,0.01,0.06
454,23,2,0.93,0.04,0.05
455,23,503,1.16,0.06,0.09
456,23,61,0.84,0.09,0.08
457,23,529,0.92,0.07,0.08
458,23,683,1.36,0.09,0.03
459,23,368,0.91,0.07,0.01
460,23,46,1.09,0.09,0.06
461,24,114,0.79,0.07,0.01
462,24,423,1.33,0.04,0.01
463,24,742,0.94,0.04,0.09
464,24,287,1.3,0.09,0.01
465,24,604,1.11,0.03,0.09
466,24,757,1.37,0.07,0.01
467,24,608,0.84,0.01,0.06
468,24,507,1.47,0.06,0.01
469,24,326,0.7,0.1,0.02
470,24,820,1.19,0.04,0.05
471,24,434,0.56,0.07,0.08
472,24,7,0.7,0.07,0.08
473,24,237,1.0,0.04,0.07
474,24,967,0.85,0.09,0.04
475,24,661,0.54,0.07,0.04
476,24,665,1.36,0.08,0.06
477,24,610,0.74,0.05,0.02
478,24,212,0.97,0.07,0.05
479,24,63,0.52,0.02,0.03
480,24,500,1.35,0.04,0.02
481,25,488,1.21,0.01,0.1
482,25,530,0.94,0.07,0.1
483,25,822,0.67,0.09,0.08
484,25,261,1.17,0.03,0.09
485,25,806,1.44,0.09,0.05
486,25,543,0.98,0.04,0.02
487,25,794,1.41,0.03,0.08
488,25,37,0.57,0.02,0.05
489,25,931,1.08,0.05,0.09
490,25,56,1.34,0.09,0.07
491,25,848,1.08,0.02,0.01
492,25,774,0.94,0.03,0.05
493,25,14,1.37,0.09,0.02
494,25,539,1.31,0.1,0.09
495,25,371,1.48,0.05,0.09
496,25,97,1.23,0.03,0.05
497,25,103,1.2,0.07,0.03
498,25,870,1.18,0.05,0.08
499,25,743,1.2,0.06,0.01
500,25,409,1.47,0.07,0.01
501,26,732,1.15,0.04,0.06
502,26,930,1.18,0.03,0.07
503,26,813,1.39,0.08,0.08
504,26,519,0.87,0.05,0.06
505,26,850,0.5,0.01,0.05
506,26,780,0.79,0.07,0.05
507,26,781,0.91,0.1,0.09
508,26,359,1.01,0.03,0.06
509,26,278,1.32,0.09,0.06
510,26,483,0.85,0.09,0.01
511,26,901,0.7,0.06,0.08
512,26,81,0.98,0.02,0.09
513,26,952,1.42,0.05,0.09
514,26,18,0.92,0.08,0.04
515,26,281,1.4,0.05,0.03
516,26,944,0.97,0.04,0.03
517,26,429,0.54,0.05,0.1
518,26,206,1.02,0.09,0.06
519,26,192,0.85,0.04,0.07
520,26,182,1.3,0.07,0.03
521,27,309,0.69,0.04,0.06
522,27,996,1.14,0.02,0.09
523,27,275,1.39,0.09,0.09
524,27,479,1.11,0.06,0.04
525,27,821,0.97,0.02,0.05
526,27,72,0.52,0.08,0.03
527,27,482,0.9,0.02,0.01
528,27,234,0.56,0.08,0.04
529,27,310,0.66,0.03,0.04
530,27,702,0.67,0.02,0.02
531,27,420,0.67,0.06,0.09
532,27,175,0.91,0.09,0.02
533,27,314,0.67,0.04,0.04
534,27,455,0.89,0.06,0.04
535,27,352,0.62,0.06,0.02
536,27,582,0.94,0.03,0.05
537,27,393,1.15,0.03,0.1
538,27,683,0.76,0.03,0.08
539,27,55,0.96,0.07,0.08
540,27,39,0.72,0.07,0.03
541,28,194,1.01,0.03,0.06
542,28,59,1.26,0.07,0.04
543,28,284,0.88,0.04,0.02
544,28,502,1.09,0.05,0.04
545,28,33,1.48,0.08,0.09
546,28,782,0.57,0.07,0.04
547,28,714,1.42,0.03,0.02
548,28,927,1.39,0.1,0.08
549,28,676,0.51,0.03,0.01
550,28,513,0.74,0.03,0.07
551,28,590,0.51,0.03,0.05
552,28,892,1.1,0.1,0.02
553,28,124,1.43,0.05,0.08
554,28,733,0.71,0.05,0.04
555,28,793,0.67,0.07,0.04
556,28,184,0.98,0.06,0.04
557,28,624,0.97,0.04,0.1
558,28,976,0.59,0.07,0.05
559,28,60,1.15,0.05,0.05
560,28,655,1.39,0.07,0.02
561,29,933,0.56,0.02,0.07
562,29,830,1.03,0.07,0.08
563,29,522,1.24,0.07,0.03
564,29,163,1.02,0.04,0.06
565,29,607,0.97,0.04,0.02
566,29,696,1.03,0.03,0.07
567,29,744,1.04,0.02,0.06
568,29,963,0.83,0.04,0.08
569,29,444,0.89,0.07,0.02
570,29,545,0.7,0.04,0.05
571,29,91,1.25,0.01,0.05
572,29,404,0.83,0.03,0.05
573,29,986,1.37,0.08,0.01
574,29,369,0.99,0.05,0.08
575,29,886,0.93,0.03,0.09
576,29,583,0.6,0.03,0.06
577,29,630,1.46,0.04,0.03
578,29,317,0.85,0.06,0.06
579,29,792,1.21,0.08,0.02
580,29,337,1.13,0.06,0.07
581,30,689,1.28,0.05,0.08
582,30,839,1.09,0.04,0.03
583,30,458,0.8,0.08,0.03
584,30,379,1.11,0.09,0.04
585,30,456,1.15,0.04,0.06
586,30,54,0.91,0.06,0.03
587,30,121,1.46,0.02,0.09
588,30,406,1.38,0.07,0.1
589,30,727,1.46,0.01,0.09
590,30,874,1.23,0.02,0.08
591,30,751,0.74,0.03,0.07
592,30,276,0.83,0.06,0.07
593,30,125,1.07,0.05,0.05
594,30,914,0.71,0.02,0.07
595,30,236,0.99,0.02,0.09
596,30,509,1.34,0.02,0.06
597,30,895,1.14,0.08,0.04
598,30,677,1.39,0.09,0.09
599,30,467,1.29,0.08,0.04
600,30,156,1.15,0.09,0.08
601,31,943,1.29,0.04,0.02
602,31,741,0.68,0.08,0.04
603,31,233,1.22,0.05,0.05
604,31,331,0.5,0.08,0.06
605,31,442,0.71,0.1,0.08
606,31,804,0.5,0.01,0.07
607,31,410,0.78,0.02,0.08
608,31,257,1.15,0.09,0.02
609,31,431,0.75,0.09,0.02
610,31,404,0.58,0.06,0.02
611,31,542,0.98,0.09,0.03
612,31,541,0.53,0.04,0.09
613,31,712,0.68,0.06,0.1
614,31,545,0.95,0.07,0.07
615,31,444,1.35,0.07,0.01
616,31,963,0.79,0.09,0.04
617,31,744,1.14,0.03,0.09
618,31,831,0.81,0.09,0.02
619,31,696,1.08,0.1,0.04
620,31,492,1.48,0.1,0.07
621,32,464,0.71,0.02,0.07
622,32,805,1.11,0.07,0.09
623,32,441,0.71,0.04,0.05
624,32,678,0.66,0.03,0.09
625,32,517,1.48,0.01,0.07
626,32,58,1.45,0.1,0.08
627,32,957,0.88,0.09,0.05
628,32,222,0.77,0.1,0.08
629,32,647,1.25,0.04,0.1
630,32,677,0.83,0.06,0.01
631,32,367,0.79,0.02,0.04
632,32,895,0.92,0.1,0.04
633,32,494,1.28,0.1,0.06
634,32,236,0.83,0.06,0.09
635,32,13,1.14,0.05,0.06
636,32,125,1.23,0.02,0.08
637,32,276,1.25,0.05,0.09
638,32,734,0.78,0.05,0.06
639,32,480,0.57,0.08,0.08
640,32,298,0.61,0.07,0.02
641,33,28,0.5,0.08,0.07
642,33,194,1.46,0.09,0.02
643,33,59,1.24,0.08,0.06
644,33,590,1.14,0.04,0.02
645,33,892,0.64,0.09,0.05
646,33,284,1.5,0.03,0.07
647,33,502,1.28,0.03,0.03
648,33,782,1.43,0.08,0.03
649,33,714,1.37,0.1,0.07
650,33,927,0.63,0.06,0.05
651,33,676,0.87,0.09,0.07
652,33,513,1.42,0.04,0.09
653,33,184,1.15,0.01,0.09
654,33,624,1.39,0.03,0.09
655,33,60,1.45,0.07,0.02
656,33,655,1.12,0.07,0.02
657,33,124,0.96,0.06,0.04
658,33,733,0.81,0.02,0.1
659,33,793,1.49,0.01,0.05
660,33,140,0.9,0.03,0.02
661,34,343,1.36,0.04,0.09
662,34,869,0.82,0.06,0.04
663,34,96,0.77,0.05,0.03
664,34,641,0.86,0.03,0.07
665,34,898,0.63,0.1,0.02
666,34,970,1.33,0.03,0.04
667,34,585,1.01,0.03,0.05
668,34,153,1.21,0.03,0.04
669,34,921,1.39,0.01,0.02
670,34,424,1.33,0.02,0.08
671,34,894,0.64,0.03,0.08
672,34,83,0.61,0.05,0.07
673,34,988,1.05,0.03,0.09
674,34,893,0.63,0.09,0.05
675,34,93,0.92,0.08,0.03
676,34,868,1.48,0.05,0.05
677,34,613,0.86,0.1,0.03
678,34,535,1.14,0.03,0.08
679,34,232,1.04,0.07,0.05
680,34,577,1.11,0.04,0.08
681,35,191,0.99,0.04,0.04
682,35,738,0.79,0.05,0.04
683,35,173,0.77,0.09,0.06
684,35,708,1.17,0.02,0.03
685,35,322,1.46,0.09,0.05
686,35,265,0.82,0.08,0.03
687,35,533,0.95,0.04,0.01
688,35,245,0.96,0.06,0.08
689,35,657,0.71,0.03,0.08
690,35,917,0.89,0.08,0.07
691,35,856,0.51,0.02,0.02
692,35,834,1.15,0.1,0.07
693,35,941,0.57,0.03,0.06
694,35,401,0.69,0.06,0.08
695,35,962,1.33,0.1,0.03
696,35,395,1.37,0.03,0.07
697,35,824,1.0,0.08,0.06
698,35,193,0.63,0.02,0.05
699,35,85,1.3,0.06,0.1
700,35,664,1.33,0.06,0.07
701,36,485,1.22,0.01,0.09
702,36,626,1.02,0.04,0.04
703,36,40,1.13,0.07,0.05
704,36,117,1.21,0.06,0.05
705,36,728,0.6,0.05,0.01
706,36,460,1.09,0.04,0.03
707,36,360,0.77,0.08,0.03
708,36,632,1.01,0.02,0.06
709,36,662,1.49,0.06,0.09
710,36,381,0.69,0.1,0.05
711,36,549,0.9,0.02,0.01
712,36,557,1.33,0.07,0.1
713,36,330,0.53,0.1,0.05
714,36,526,1.29,0.07,0.05
715,36,791,1.33,0.02,0.09
716,36,920,0.81,0.05,0.01
717,36,270,1.3,0.07,0.07
718,36,306,0.97,0.01,0.02
719,36,569,1.48,0.08,0.08
720,36,936,1.21,0.05,0.04
721,37,794,0.83,0.1,0.01
722,37,543,1.0,0.02,0.03
723,37,848,0.6,0.08,0.03
724,37,14,1.07,0.02,0.09
725,37,539,1.42,0.07,0.08
726,37,530,1.14,0.04,0.07
727,37,97,0.8,0.09,0.08
728,37,743,0.92,0.09,0.05
729,37,409,0.77,0.07,0.07
730,37,488,0.64,0.04,0.07
731,37,801,1.23,0.05,0.06
732,37,25,0.83,0.02,0.09
733,37,822,1.49,0.05,0.1
734,37,438,1.09,0.06,0.03
735,37,89,0.71,0.07,0.03
736,37,316,0.62,0.07,0.08
737,37,261,0.53,0.04,0.06
738,37,806,1.04,0.03,0.03
739,37,882,0.65,0.06,0.02
740,37,477,1.44,0.04,0.08
741,38,491,0.53,0.03,0.06
742,38,254,1.4,0.01,0.05
743,38,538,0.8,0.09,0.09
744,38,296,1.34,0.01,0.01
745,38,711,1.36,0.06,0.04
746,38,788,0.72,0.03,0.04
747,38,627,0.91,0.09,0.01
748,38,646,0.51,0.1,0.09
749,38,68,0.72,0.01,0.03
750,38,46,0.69,0.09,0.03
751,38,659,0.67,0.04,0.02
752,38,802,1.43,0.1,0.06
753,38,368,0.61,0.09,0.1
754,38,529,1.4,0.09,0.05
755,38,453,1.37,0.04,0.08
756,38,695,1.3,0.09,0.03
757,38,277,0.55,0.09,0.04
758,38,154,0.92,0.09,0.03
759,38,78,1.05,0.05,0.02
760,38,635,1.36,0.03,0.06
761,39,55,0.77,0.08,0.04
762,39,1,1.29,0.02,0.05
763,39,703,0.99,0.08,0.08
764,39,47,1.11,0.02,0.08
765,39,455,1.07,0.09,0.03
766,39,175,0.89,0.07,0.02
767,39,420,0.89,0.01,0.02
768,39,310,0.98,0.08,0.08
769,39,482,0.52,0.03,0.08
770,39,72,0.69,0.03,0.08
771,39,821,1.21,0.03,0.02
772,39,479,1.03,0.07,0.05
773,39,275,0.99,0.09,0.04
774,39,53,0.52,0.03,0.04
775,39,996,1.17,0.04,0.06
776,39,323,0.93,0.05,0.1
777,39,309,1.0,0.04,0.05
